Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2022-09-12,UAL,1753,MCI,EWR,C,68,C,C97,false,,2022-09-12T12:15,2022-09-12T12:10,,,,,2022-09-12T16:00,2022-09-12T15:54,Boeing 737-700,,,,,,,,fa9d24b5-9695-4786-98fe-a755586d0b41,b57b4c86-4724-48f1-80be-d7de4036004a,bd6062aa-a329-43e4-b684-82b0e7579c91,4427d229-a1e2-4955-81fa-9b5c0f103f12,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-09-12,UAL,1815,EWR,CLT,C,C103,Main,A23,false,,2022-09-12T17:49,2022-09-12T18:21,,,,,2022-09-12T19:56,2022-09-12T20:21,Boeing 737-800,,,,,,,,e274db54-84ce-4bf5-a864-30eb8d70c319,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-09-12,UAL,1766,CLT,EWR,Main,A23,C,C135,false,,2022-09-12T20:53,2022-09-12T21:02,,,,,2022-09-12T22:54,2022-09-13T00:34,Boeing 737-800,,,,,,,,e531a9e8-ffb6-4b7d-a83a-035d2b0abf35,b57b4c86-4724-48f1-80be-d7de4036004a,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,4427d229-a1e2-4955-81fa-9b5c0f103f12,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-09-17,UAL,1291,EWR,BNA,C,C109,,A7,false,,2022-09-17T14:30,2022-09-17T14:25,,,,,2022-09-17T15:53,2022-09-17T15:30,Airbus A319,,,,,,,,ada0f95a-62cb-4fd3-b8a4-bcb0587bc453,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,812e405f-26e2-44fb-83fc-db16918270b2,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-09-17,UAL,260,BNA,IAD,,A7,,C17,false,,2022-09-17T18:36,2022-09-17T19:08,,,,,2022-09-17T21:20,2022-09-17T21:37,Airbus A319,,,,,,,,b0c03af2-3a65-4f45-afc8-d6bc921fa10c,b57b4c86-4724-48f1-80be-d7de4036004a,812e405f-26e2-44fb-83fc-db16918270b2,519696f5-bda6-457c-ae4c-dd1cb07e20de,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-09-17,UAL,1550,IAD,EWR,,C27,C,C95,false,,2022-09-17T22:35,2022-09-18T00:06,,,,,2022-09-17T23:48,2022-09-18T01:18,Boeing 737 MAX 9,,,,,,,,a9e25321-0aaf-44d1-b519-024d703b47f9,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,4427d229-a1e2-4955-81fa-9b5c0f103f12,,8240381a-dce7-4694-a1d8-4769a0c6507a
2022-10-01,UAL,317,EWR,DUB,C,C81,2,419,false,,2022-10-01T22:10,2022-10-01T22:24,,,,,2022-10-02T10:00,2022-10-02T09:16,Boeing 757-200,,,,,,,,bc0e490c-7364-4cfb-9546-10e2a48a3423,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,5dc01a9f-6855-4248-8e7b-0fef83144078,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2022-10-03,UAL,316,DUB,EWR,2,USPC,C,C95,false,,2022-10-03T13:10,2022-10-03T13:02,,,,,2022-10-03T15:55,2022-10-03T15:27,Boeing 757-200,,,,,,,,808ad841-d0e4-4453-ba9a-45973b8236bd,b57b4c86-4724-48f1-80be-d7de4036004a,5dc01a9f-6855-4248-8e7b-0fef83144078,4427d229-a1e2-4955-81fa-9b5c0f103f12,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2022-10-04,UAL,606,EWR,BOS,C,C133,B,B27,false,,2022-10-04T08:00,2022-10-04T07:55,,,,,2022-10-04T09:13,2022-10-04T09:17,Boeing 737 MAX 9,,,,,,,,c536c6c5-5eeb-439f-baf3-da774b33e32a,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,813ec62f-c303-44d9-a041-a4434d6fd652,,8240381a-dce7-4694-a1d8-4769a0c6507a
2022-10-04,UAL,1157,BOS,IAD,B,B29,,D19,false,,2022-10-04T09:53,2022-10-04T10:11,,,,,2022-10-04T11:36,2022-10-04T11:50,Boeing 737 MAX 9,,,,,,,,92f7d6cf-907e-41d9-94da-aec6f26bc594,b57b4c86-4724-48f1-80be-d7de4036004a,813ec62f-c303-44d9-a041-a4434d6fd652,519696f5-bda6-457c-ae4c-dd1cb07e20de,,8240381a-dce7-4694-a1d8-4769a0c6507a
2022-10-04,UAL,2096,IAD,CLE,,D11,,C26,false,,2022-10-04T12:53,2022-10-04T12:44,,,,,2022-10-04T14:08,2022-10-04T13:44,Boeing 737-900ER,,,,,,,,92de9384-e109-4201-982e-24a2d43806e1,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,c3e92536-273d-40e5-8464-45836fa4a427,,24012541-435d-4a27-af8a-4791336f1965
2022-10-04,UAL,1891,CLE,EWR,Main,C26,C,C133,false,,2022-10-04T15:54,2022-10-04T16:30,,,,,2022-10-04T17:30,2022-10-04T21:55,Boeing 737-800,,,,,,,,8bb31f68-b06a-46f4-b54a-06e6ba83dadc,b57b4c86-4724-48f1-80be-d7de4036004a,c3e92536-273d-40e5-8464-45836fa4a427,4427d229-a1e2-4955-81fa-9b5c0f103f12,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-10-07,UAL,1048,EWR,CUN,C,82,3,48,false,,2022-10-07T07:59,2022-10-07T07:51,,,,,2022-10-07T11:05,2022-10-07T10:55,Boeing 737-900ER,,,,,,,,f46b1127-8ff4-4bc0-90f8-18d22390e349,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,6722dd71-adcb-46b6-958c-cee69251b676,,24012541-435d-4a27-af8a-4791336f1965
2022-10-07,UAL,1015,CUN,IAH,3,C4,E,E22,false,,2022-10-07T12:15,2022-10-07T12:02,,,,,2022-10-07T14:40,2022-10-07T14:16,Boeing 737-900ER,,,,,,,,6c2f4dec-4313-4124-84fd-cba38db6ffe6,b57b4c86-4724-48f1-80be-d7de4036004a,6722dd71-adcb-46b6-958c-cee69251b676,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,24012541-435d-4a27-af8a-4791336f1965
2022-10-07,UAL,2648,IAH,SAT,C,C9,B,B3,false,,2022-10-07T16:49,2022-10-07T16:42,,,,,2022-10-07T17:53,2022-10-07T17:39,Boeing 737-900ER,,,,,,,,7fee2746-a8e9-43b9-a869-1d7f4cb560a7,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,,24012541-435d-4a27-af8a-4791336f1965
2022-10-08,UAL,2003,SAT,EWR,B,B5,C,C92,false,,2022-10-08T07:00,2022-10-08T06:56,,,,,2022-10-08T11:42,2022-10-08T11:13,Boeing 737-900ER,,,,,,,,fb8cb157-18dc-4d64-bc42-e7c16e027b74,b57b4c86-4724-48f1-80be-d7de4036004a,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2022-10-09,UAL,1105,EWR,MCO,C,C97,B,44,false,,2022-10-09T15:52,2022-10-09T15:51,,,,,2022-10-09T18:40,2022-10-09T18:27,Boeing 737-800,,,,,,,,a9f781bb-e625-442c-8b0f-691bc06c3bc0,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-10-09,UAL,2226,MCO,EWR,B,44,C,C101,false,,2022-10-09T19:51,2022-10-09T19:52,,,,,2022-10-09T22:30,2022-10-09T22:25,Boeing 737-800,,,,,,,,45691be9-ef4f-4ddc-9253-eda4f6154f8b,b57b4c86-4724-48f1-80be-d7de4036004a,85570a14-2373-4bad-a7b5-b3a9a7fdce90,4427d229-a1e2-4955-81fa-9b5c0f103f12,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-10-15,UAL,2417,EWR,LAX,C,C121,7,77,false,,2022-10-15T17:25,2022-10-15T18:19,,,,,2022-10-15T20:20,2022-10-15T20:55,Boeing 777-200 ER,,,,,,,,5df3a6e9-c734-4df4-ae6d-5ccf9ca101e5,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,25b8d712-9888-423f-868d-b25f1d184aaf,,a0f171e1-86df-426a-8922-e460c0660ae6
2022-10-15,UAL,1082,LAX,EWR,7,77,C,C108,false,,2022-10-15T21:35,2022-10-15T22:22,,,,,2022-10-16T05:33,2022-10-16T06:10,Boeing 777-200 ER,,,,,,,,414dfc7a-0339-49fc-b3a9-0cd9faa04e39,b57b4c86-4724-48f1-80be-d7de4036004a,25b8d712-9888-423f-868d-b25f1d184aaf,4427d229-a1e2-4955-81fa-9b5c0f103f12,,a0f171e1-86df-426a-8922-e460c0660ae6
2022-10-18,UAL,1207,EWR,JAX,C,C103,,A6,false,,2022-10-18T06:45,2022-10-18T06:40,,,,,2022-10-18T09:07,2022-10-18T09:04,Airbus A319,,,,,,,,8acc82c5-9981-47eb-92f4-0d9a01633a12,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,a768b9ea-0e2d-488a-bb17-a144e4d10dc2,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-10-19,UAL,2393,JAX,EWR,,A6,C,C70,false,,2022-10-19T06:46,2022-10-19T06:43,,,,,2022-10-19T09:02,2022-10-19T08:58,Boeing 737 MAX 8,,,,,,,,84298bfe-1839-4f2a-b888-042f92de5234,b57b4c86-4724-48f1-80be-d7de4036004a,a768b9ea-0e2d-488a-bb17-a144e4d10dc2,4427d229-a1e2-4955-81fa-9b5c0f103f12,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-10-19,UAL,441,EWR,FLL,C,C136,1,C3,false,,2022-10-19T11:04,2022-10-19T11:37,,,,,2022-10-19T14:03,2022-10-19T14:59,Boeing 737 MAX 8,,,,,,,,d090a088-de82-4e57-80de-d9a717a20396,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-10-19,UAL,2446,FLL,EWR,1,C3,C,C120,false,,2022-10-19T15:30,2022-10-19T16:07,,,,,2022-10-19T18:30,2022-10-19T19:01,Boeing 737 MAX 8,,,,,,,,9f0c2d6b-fcdf-43b1-9486-ce9c20de2078,b57b4c86-4724-48f1-80be-d7de4036004a,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,4427d229-a1e2-4955-81fa-9b5c0f103f12,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-11-04,UAL,1740,ORD,RSW,1,C28,,C7,false,,2022-11-04T07:53,2022-11-04T07:49,,,,,2022-11-04T11:48,2022-11-04T11:25,Boeing 737-900ER,,,,,,,,803ccdb2-4154-454f-8246-cfbb10694e90,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,08621c1f-308f-4ca0-b669-176a02269900,,24012541-435d-4a27-af8a-4791336f1965
2022-11-04,UAL,755,RSW,ORD,,C5,1,B8,false,,2022-11-04T15:24,2022-11-04T15:14,,,,,2022-11-04T17:32,2022-11-04T17:20,Boeing 737-800,,,,,,,,022c592f-83ed-420e-99c2-bf27f8c7e6c2,b57b4c86-4724-48f1-80be-d7de4036004a,08621c1f-308f-4ca0-b669-176a02269900,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-11-11,UAL,1637,PHX,ORD,3,E3,1,C17,false,,2022-11-11T00:59,2022-11-11T03:40,,,,,2022-11-11T05:26,2022-11-11T07:56,Airbus A320,,,,,,,,faf4e1a4-e0b1-4d61-85b1-5daa3050f432,b57b4c86-4724-48f1-80be-d7de4036004a,a2f06eec-440b-48dd-9096-f9051e8a07ef,a5eff314-18e7-4c87-bd38-0131882f1b8d,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-11-11,UAL,1311,ORD,PHX,1,C17,3,E3,false,,2022-11-11T19:53,2022-11-11T20:38,,,,,2022-11-11T22:52,2022-11-11T23:10,Airbus A319,,,,,,,,66db39eb-c016-49e8-818c-652e0829cda1,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,a2f06eec-440b-48dd-9096-f9051e8a07ef,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-11-22,UAL,642,ORD,BUF,1,B7,,10,false,,2022-11-22T21:25,2022-11-22T21:21,,,,,2022-11-23T00:03,2022-11-22T23:39,Boeing 737-800,,,,,,,,01dabfc0-4834-4243-9b54-ea79852320ab,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,b82e1bd6-c2e0-416e-ac07-9bceb09e5389,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-11-24,UAL,301,BUF,ORD,,10,1,C29,false,,2022-11-24T07:00,2022-11-24T06:53,,,,,2022-11-24T07:49,2022-11-24T07:45,Boeing 737-800,,,,,,,,6d30d3d7-7ae1-4ea4-a712-ea1fc0eb0842,b57b4c86-4724-48f1-80be-d7de4036004a,b82e1bd6-c2e0-416e-ac07-9bceb09e5389,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-11-28,UAL,2485,ORD,DEN,1,B9,,B46,false,,2022-11-28T19:35,2022-11-28T19:27,,,,,2022-11-28T21:26,2022-11-28T21:01,Boeing 737-900ER,,,,,,,,8c4d81c6-a430-43db-8312-51c1425f2d98,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,d00b5728-0678-4689-b660-fe9e583203dc,,24012541-435d-4a27-af8a-4791336f1965
2022-11-28,UAL,2466,DEN,SMF,Main,B41,A,A17,false,,2022-11-28T22:36,2022-11-28T22:25,,,,,2022-11-29T00:15,2022-11-28T23:58,Boeing 737-900ER,,,,,,,,657a53e7-5b72-4d64-b289-55f613c80acc,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,,24012541-435d-4a27-af8a-4791336f1965
2022-11-30,UAL,2216,SMF,ORD,A,A16,1,B2,false,,2022-11-30T06:55,2022-11-30T06:49,,,,,2022-11-30T12:58,2022-11-30T12:22,Boeing 737-900ER,,,,,,,,3c7a8eae-e02c-4b0c-a75a-87161a05e945,b57b4c86-4724-48f1-80be-d7de4036004a,8d225b5f-dd0b-4d8f-ab0a-8aff0c6a0eaf,a5eff314-18e7-4c87-bd38-0131882f1b8d,,24012541-435d-4a27-af8a-4791336f1965
2022-11-30,UAL,2042,ORD,BDL,1,C15,,21,false,,2022-11-30T14:23,2022-11-30T14:19,,,,,2022-11-30T17:31,2022-11-30T17:22,Airbus A320,,,,,,,,90fed6c9-c5a6-43c6-beb5-80e7b9706fe5,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-11-30,UAL,2016,BDL,ORD,Main,21,1,C25,false,,2022-11-30T18:25,2022-11-30T18:24,,,,,2022-11-30T20:01,2022-11-30T19:59,Airbus A320,,,,,,,,09c9deb5-4c56-4606-b7ff-ef8abac92dbb,b57b4c86-4724-48f1-80be-d7de4036004a,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,a5eff314-18e7-4c87-bd38-0131882f1b8d,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-12-06,UAL,2144,ORD,PDX,1,C17,,E3,false,,2022-12-06T12:45,2022-12-06T12:47,,,,,2022-12-06T15:21,2022-12-06T15:20,Boeing 737-800,,,,,,,,8f00e484-b936-482c-af89-d2c40a30f974,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,01053f82-f010-43c1-ae11-53aa31e7b187,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-12-06,UAL,2254,PDX,DEN,Main,E3,Main,B23,false,,2022-12-06T16:18,2022-12-06T16:13,,,,,2022-12-06T19:43,2022-12-06T19:29,Boeing 737-800,,,,,,,,d084bede-b748-4ee8-ad8a-22707ad02085,b57b4c86-4724-48f1-80be-d7de4036004a,01053f82-f010-43c1-ae11-53aa31e7b187,d00b5728-0678-4689-b660-fe9e583203dc,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-12-06,UAL,377,DEN,ORD,,B39,1,B4,false,,2022-12-06T20:44,2022-12-06T20:30,,,,,2022-12-07T00:08,2022-12-06T23:35,Boeing 737 MAX 9,,,,,,,,59191d5d-abe4-4861-810a-b580b7713caa,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8240381a-dce7-4694-a1d8-4769a0c6507a
2022-12-21,UAL,410,ORD,BNA,1,C24,Main,A3,false,,2022-12-21T14:17,2022-12-21T14:55,,,,,2022-12-21T15:53,2022-12-21T16:21,Boeing 737-800,,,,,,,,2be29ba9-8094-4734-8069-9df16418fc61,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,812e405f-26e2-44fb-83fc-db16918270b2,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-12-21,UAL,353,BNA,ORD,,A3,1,B8,false,,2022-12-21T16:50,2022-12-21T17:18,,,,,2022-12-21T18:33,2022-12-21T19:03,Boeing 737-800,,,,,,,,46e96c3c-04f5-46fc-af0b-a7a8ecd48a87,b57b4c86-4724-48f1-80be-d7de4036004a,812e405f-26e2-44fb-83fc-db16918270b2,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-12-21,UAL,1393,ORD,SEA,1,B7,,S10,false,,2022-12-21T21:05,2022-12-21T21:13,,,,,2022-12-21T23:52,2022-12-21T23:49,Boeing 737-800,,,,,,,,90428fcb-c986-4ed4-94a3-54624e2240d6,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,b3f217fd-4bc7-4806-9efe-abe9446a74df,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-12-24,UAL,1606,SEA,ORD,,S9,1,B19,false,,2022-12-24T10:40,2022-12-24T11:49,,,,,2022-12-24T16:43,2022-12-24T17:33,Airbus A319,,,,,,,,ec05daa9-a9e9-4cce-9e2f-a9aeeffc90e1,b57b4c86-4724-48f1-80be-d7de4036004a,b3f217fd-4bc7-4806-9efe-abe9446a74df,a5eff314-18e7-4c87-bd38-0131882f1b8d,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-12-28,UAL,1940,ORD,RDU,1,B5,2,D17,false,,2022-12-28T18:18,2022-12-28T18:20,,,,,2022-12-28T21:17,2022-12-28T21:28,Boeing 737-800,,,,,,,,d08a11c1-c03b-4631-9cf3-9b98ed2d9daf,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,7852b092-092d-4c60-a638-d43993aa2899,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-12-29,UAL,1023,RDU,DEN,2,D20,Main,B49,false,,2022-12-29T16:05,2022-12-29T16:56,,,,,2022-12-29T18:08,2022-12-29T18:50,Boeing 737-900ER,,,,,,,,b5ca39af-235d-4afe-86fd-781e4edcc367,b57b4c86-4724-48f1-80be-d7de4036004a,7852b092-092d-4c60-a638-d43993aa2899,d00b5728-0678-4689-b660-fe9e583203dc,,24012541-435d-4a27-af8a-4791336f1965
2022-12-29,UAL,377,DEN,ORD,Main,B41,1,B6,false,,2022-12-29T20:56,2022-12-29T21:50,,,,,2022-12-30T00:15,2022-12-30T00:56,Boeing 737 MAX 9,,,,,,,,b44b3b33-f29b-435e-a873-81e1c98120f6,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-01-02,UAL,330,ORD,IAH,1,B7,C,43,false,,2023-01-02T18:02,2023-01-02T20:40,,,,,2023-01-02T21:01,2023-01-02T23:48,Boeing 737 MAX 9,,,,,,,,fae551ab-20ec-49de-bb59-ecd1af16a57c,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-01-03,UAL,1633,IAH,ORD,C,C7,1,C16,false,,2023-01-03T12:00,2023-01-03T15:04,,,,,2023-01-03T14:36,2023-01-03T17:27,Boeing 777-200 ER,,,,,,,,b2b9d586-ac2d-4bd2-bd65-7b0d8a194e62,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,a5eff314-18e7-4c87-bd38-0131882f1b8d,,a0f171e1-86df-426a-8922-e460c0660ae6
2023-01-05,UAL,1810,ORD,RDU,1,C23,2,D15,false,,2023-01-05T18:18,2023-01-05T18:17,,,,,2023-01-05T21:17,2023-01-05T21:26,Boeing 737-800,,,,,,,,8022a200-e442-4375-ae4d-8ae84003699a,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,7852b092-092d-4c60-a638-d43993aa2899,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-01-06,UAL,1291,RDU,EWR,2,D15,C,C86,false,,2023-01-06T10:38,2023-01-06T10:42,,,,,2023-01-06T12:12,2023-01-06T12:05,Airbus A319,,,,,,,,b56d2a15-c828-4d4a-bab3-be29231663e3,b57b4c86-4724-48f1-80be-d7de4036004a,7852b092-092d-4c60-a638-d43993aa2899,4427d229-a1e2-4955-81fa-9b5c0f103f12,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2023-01-06,UAL,481,EWR,AUS,C,95,Main,29,false,,2023-01-06T13:10,2023-01-06T14:07,,,,,2023-01-06T16:25,2023-01-06T17:10,Airbus A319,,,,,,,,1c572a86-5ae2-4b13-8e37-f4ded851aa3a,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,d63b6bd2-9ed4-447e-914f-ca4d96f28653,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2023-01-06,UAL,650,AUS,ORD,Main,27,1,C17,false,,2023-01-06T17:38,2023-01-06T18:03,,,,,2023-01-06T20:22,2023-01-06T20:27,Airbus A320,,,,,,,,03a29e7c-b3aa-4b17-9976-b2691d4b6734,b57b4c86-4724-48f1-80be-d7de4036004a,d63b6bd2-9ed4-447e-914f-ca4d96f28653,a5eff314-18e7-4c87-bd38-0131882f1b8d,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-01-10,UAL,1875,ORD,EWR,1,C22,C,C82,false,,2023-01-10T09:06,2023-01-10T09:01,,,,,2023-01-10T12:14,2023-01-10T12:06,Boeing 737-900ER,,,,,,,,f2142b3c-6415-4ec3-9f57-6c339e8aa096,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2023-01-10,UAL,323,EWR,ORD,C,82,1,C17,false,,2023-01-10T13:22,2023-01-10T13:13,,,,,2023-01-10T14:55,2023-01-10T14:27,Boeing 737-900ER,,,,,,,,96fc7311-6807-4fd4-a630-568c7a67634b,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,a5eff314-18e7-4c87-bd38-0131882f1b8d,,24012541-435d-4a27-af8a-4791336f1965
2023-01-19,UAL,2107,ORD,BZN,2,E6,,B4,false,,2023-01-19T19:55,2023-01-19T19:56,,,,,2023-01-19T22:20,2023-01-19T22:04,Airbus A320,,,,,,,,142e460b-024a-4a23-8806-69a6dcb8b030,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,4edaaa26-65a1-416b-ae86-5baac487d8d1,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-01-20,UAL,1454,BZN,DEN,,B3,Main,B26,false,,2023-01-20T16:28,2023-01-20T16:19,,,,,2023-01-20T18:10,2023-01-20T18:18,Airbus A320,,,,,,,,926460a6-db96-4bac-a626-c5acfcb055a5,b57b4c86-4724-48f1-80be-d7de4036004a,4edaaa26-65a1-416b-ae86-5baac487d8d1,d00b5728-0678-4689-b660-fe9e583203dc,,dd390a1f-e92a-4411-ab72-04db16d42030
2023-01-20,UAL,1363,DEN,LAX,Main,B29,7,70A,false,,2023-01-20T20:20,2023-01-20T20:23,,,,,2023-01-20T21:55,2023-01-20T21:38,Boeing 737 MAX 9,,,,,,,,99a8de10-6844-4e6f-bd03-2800809ae170,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,25b8d712-9888-423f-868d-b25f1d184aaf,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-01-20,UAL,2622,LAX,ORD,8,84,1,B3,false,,2023-01-20T23:15,2023-01-20T23:11,,,,,2023-01-21T05:22,2023-01-21T04:59,Boeing 737 MAX 9,,,,,,,,e3194a63-053c-498c-b5b7-07035e1575ce,b57b4c86-4724-48f1-80be-d7de4036004a,25b8d712-9888-423f-868d-b25f1d184aaf,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8240381a-dce7-4694-a1d8-4769a0c6507a
2023-02-01,UAL,2667,SFO,IAD,I,G8,Main,D26,false,,2023-02-01T13:00,2023-02-01T12:54,,,,,2023-02-01T20:55,2023-02-01T20:34,Boeing 777-200 ER,,,,,,,,2adc4fb2-8cc6-4ef7-b4ab-54cbb365d120,b57b4c86-4724-48f1-80be-d7de4036004a,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,519696f5-bda6-457c-ae4c-dd1cb07e20de,,a0f171e1-86df-426a-8922-e460c0660ae6
2023-02-02,UAL,1744,IAD,ORD,Main,C3,1,C16,false,,2023-02-02T08:15,2023-02-02T08:12,,,,,2023-02-02T09:25,2023-02-02T09:09,Boeing 787-8,,,,,,,,f61f4a1a-e04d-4a3c-9c72-a26d1fab79d7,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,a5eff314-18e7-4c87-bd38-0131882f1b8d,,4f948d40-962a-4fdf-b1d9-424282d24f76
