Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2022-06-04,UAL,940,EWR,LHR,C,C125,2,,false,,2022-06-04T22:00,2022-06-04T22:13,,,,,2022-06-05T10:10,2022-06-05T10:18,Boeing 767-300,,,,,,,,762a96f1-c725-4b2b-b55b-7c205679973e,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,5a2a51a0-1a5b-42c9-b220-c61953fac034,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2022-06-06,UAL,147,LHR,EWR,2,B49,C,C135,false,,2022-06-06T13:00,2022-06-06T12:55,,,,,2022-06-06T16:10,2022-06-06T15:30,Boeing 767-300,,,,,,,,3cc69b5c-ed2b-436f-a2ce-84e6c11714ad,b57b4c86-4724-48f1-80be-d7de4036004a,5a2a51a0-1a5b-42c9-b220-c61953fac034,4427d229-a1e2-4955-81fa-9b5c0f103f12,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2022-06-16,UAL,1929,EWR,MCO,C,C85,,40,false,,2022-06-16T13:14,2022-06-16T19:07,,,,,2022-06-16T16:05,2022-06-16T22:19,Boeing 737 MAX 8,,,,,,,,e126ce0e-bd29-44a9-9688-85e3c2dc424a,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-06-24,UAL,1255,EWR,IAD,,,,,false,,2022-06-24T19:10,2022-06-25T00:13,,,,,2022-06-24T20:43,2022-06-25T01:22,Boeing 757-200,,,,,,,,2c1e6794-2019-4d29-8226-b611582a8e9a,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,519696f5-bda6-457c-ae4c-dd1cb07e20de,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2022-06-25,UAL,1911,IAD,EWR,Main,C27,C,C133,false,,2022-06-25T12:36,2022-06-25T12:30,,,,,2022-06-25T14:00,2022-06-25T13:31,Airbus A320,,,,,,,,c9cd01dc-b760-47cc-81aa-1b5b4e4196c0,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,4427d229-a1e2-4955-81fa-9b5c0f103f12,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-06-26,UAL,2629,LGA,IAH,B,46,C,C8,false,,2022-06-26T06:00,2022-06-26T06:07,,,,,2022-06-26T08:43,2022-06-26T08:25,Airbus A320,,,,,,,,032ada8c-ce65-4806-95ee-ae6bf1adb8ab,b57b4c86-4724-48f1-80be-d7de4036004a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-06-26,UAL,1751,IAH,GUA,E,E22,,18,false,,2022-06-26T09:47,2022-06-26T09:49,,,,,2022-06-26T11:45,2022-06-26T11:57,Boeing 737-800,,,,,,,,554f9cd6-9c05-4d4e-983e-1203c588ebc2,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,3fe661b4-8ae1-418c-84a1-4fa8cafac7e5,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-06-27,UAL,1901,GUA,IAH,,18,E,E11,false,,2022-06-27T06:25,2022-06-27T06:16,,,,,2022-06-27T10:30,2022-06-27T10:11,Boeing 737-800,,,,,,,,a85a2bd4-69eb-43c1-9b75-5a7439c8eb7a,b57b4c86-4724-48f1-80be-d7de4036004a,3fe661b4-8ae1-418c-84a1-4fa8cafac7e5,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-06-27,UAL,1633,IAH,ORD,C,C10,1,C26,false,,2022-06-27T12:03,2022-06-27T12:02,,,,,2022-06-27T14:50,2022-06-27T14:36,Boeing 737-900ER,,,,,,,,e605d97f-329d-4285-b009-33c835f9e17c,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,a5eff314-18e7-4c87-bd38-0131882f1b8d,,24012541-435d-4a27-af8a-4791336f1965
2022-06-27,UAL,1935,ORD,LGA,1,B21,B,45,false,,2022-06-27T17:00,2022-06-27T17:03,,,,,2022-06-27T20:25,2022-06-27T19:55,Airbus A319,,,,,,,,6410b2c8-b63a-4147-b5bc-0da5553cf42f,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-05,UAL,587,EWR,MSP,C,C109,1,E9,false,,2022-07-05T21:27,2022-07-05T21:38,,,,,2022-07-05T23:25,2022-07-05T23:27,Boeing 737-700,,,,,,,,0b77036c-e2ec-400d-b295-5c7d38b3519e,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,e6471588-a4ac-43ed-85de-adb08f1c3410,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-07-06,UAL,2272,MSP,DEN,1,E9,,B28,false,,2022-07-06T16:39,2022-07-06T18:28,,,,,2022-07-06T17:55,2022-07-06T20:12,Airbus A320,,,,,,,,85b61780-0f61-4756-8a14-8819e089ab5a,b57b4c86-4724-48f1-80be-d7de4036004a,e6471588-a4ac-43ed-85de-adb08f1c3410,d00b5728-0678-4689-b660-fe9e583203dc,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-07-07,UAL,1729,DEN,EWR,Main,B18,C,C70,false,,2022-07-07T10:12,2022-07-07T10:10,,,,,2022-07-07T16:04,2022-07-07T15:50,Boeing 737-900ER,,,,,,,,f0f1be8e-42f5-4d65-865c-b92c0e46e099,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2022-07-08,UAL,1129,EWR,SEA,C,C92,,A10,false,,2022-07-08T07:29,2022-07-08T08:47,,,,,2022-07-08T10:36,2022-07-08T11:29,Boeing 737 MAX 8,,,,,,,,bc73b41b-de42-4d2a-8f1a-d04bb7f1c2f9,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,b3f217fd-4bc7-4806-9efe-abe9446a74df,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-07-09,UAL,1268,SEA,EWR,Main,A8,C,C88,false,,2022-07-09T00:52,2022-07-09T00:42,,,,,2022-07-09T08:59,2022-07-09T08:38,Boeing 737 MAX 8,,,,,,,,6e5ef894-33fb-4775-a6cf-cca16861f8e1,b57b4c86-4724-48f1-80be-d7de4036004a,b3f217fd-4bc7-4806-9efe-abe9446a74df,4427d229-a1e2-4955-81fa-9b5c0f103f12,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-07-15,UAL,441,EWR,FLL,C,C86,1,C2,false,,2022-07-15T10:50,2022-07-15T11:10,,,,,2022-07-15T14:02,2022-07-15T14:05,Airbus A320,,,,,,,,9300e607-d491-4cc6-b306-20c54213abd3,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-07-16,UAL,1434,FLL,IAH,1,C4,E,E22,false,,2022-07-16T06:45,2022-07-16T06:41,,,,,2022-07-16T08:31,2022-07-16T08:06,Boeing 737-900ER,,,,,,,,2189d98d-f08a-4364-9a74-701a21bb2d78,b57b4c86-4724-48f1-80be-d7de4036004a,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,24012541-435d-4a27-af8a-4791336f1965
2022-07-16,UAL,782,IAH,SAT,C,C39,B,B5,false,,2022-07-16T10:06,2022-07-16T11:04,,,,,2022-07-16T11:08,2022-07-16T11:55,Boeing 737-800,,,,,,,,09fdf756-5114-4046-a403-578455673d5b,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-07-17,UAL,1248,SAT,DEN,B,B5,,B26,false,,2022-07-17T05:48,2022-07-17T05:39,,,,,2022-07-17T07:04,2022-07-17T06:47,Boeing 737-900ER,,,,,,,,3c010fe1-5c68-49f7-b670-6371c848a8c1,b57b4c86-4724-48f1-80be-d7de4036004a,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,d00b5728-0678-4689-b660-fe9e583203dc,,24012541-435d-4a27-af8a-4791336f1965
2022-07-17,UAL,2188,DEN,FLL,Main,B20,1,C2,false,,2022-07-17T10:03,2022-07-17T10:26,,,,,2022-07-17T16:06,2022-07-17T16:23,Boeing 737-900ER,,,,,,,,989f13f1-26c2-4efc-9582-2e5be348461e,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,,24012541-435d-4a27-af8a-4791336f1965
2022-07-18,UAL,1434,FLL,IAH,1,C4,E,E3,false,,2022-07-18T06:45,2022-07-18T06:41,,,,,2022-07-18T08:31,2022-07-18T08:09,Boeing 737-700,,,,,,,,39a3eae2-dde6-4ba7-a14f-f98aab6eb95a,b57b4c86-4724-48f1-80be-d7de4036004a,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-07-18,UAL,1524,IAH,EWR,C,C8,C,C90,false,,2022-07-18T09:40,2022-07-18T10:08,,,,,2022-07-18T14:20,2022-07-18T15:59,Boeing 767-300,,,,,,,,663a6c2f-680f-410c-a65f-36102516f683,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,4427d229-a1e2-4955-81fa-9b5c0f103f12,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2022-07-19,UAL,2127,LGA,ORD,B,51,1,C25,false,,2022-07-19T06:30,2022-07-19T06:25,,,,,2022-07-19T08:04,2022-07-19T07:40,Airbus A319,,,,,,,,192d8762-e96b-4d0d-96cf-394aab13ee65,b57b4c86-4724-48f1-80be-d7de4036004a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,a5eff314-18e7-4c87-bd38-0131882f1b8d,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-19,UAL,2194,ORD,RAP,2,E8,,4,false,,2022-07-19T09:02,2022-07-19T08:57,,,,,2022-07-19T10:25,2022-07-19T10:23,Airbus A319,,,,,,,,8b6bfa94-8b51-48f2-8b2f-0c2982176d84,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,3c78e694-8917-42a7-8636-d6647bc91aee,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-20,UAL,1631,RAP,DEN,,4,,B49,false,,2022-07-20T07:30,2022-07-20T07:53,,,,,2022-07-20T08:47,2022-07-20T09:09,Airbus A319,,,,,,,,9e87471d-8c6d-486a-85e3-95630ad1a898,b57b4c86-4724-48f1-80be-d7de4036004a,3c78e694-8917-42a7-8636-d6647bc91aee,d00b5728-0678-4689-b660-fe9e583203dc,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-20,UAL,401,DEN,GJT,,C34,,,false,,2022-07-20T11:15,2022-07-20T11:13,,,,,2022-07-20T12:14,2022-07-20T12:05,Airbus A319,,,,,,,,82f5ae82-afd7-440c-b54b-ef83b72239f6,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,5e7742b5-bf55-4052-8be9-1206a00fedff,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-20,UAL,1448,GJT,DEN,,3,,B37,false,,2022-07-20T13:05,2022-07-20T12:58,,,,,2022-07-20T14:20,2022-07-20T13:57,Airbus A319,,,,,,,,357a7e98-698f-4f0e-b132-e8c90229cc31,b57b4c86-4724-48f1-80be-d7de4036004a,5e7742b5-bf55-4052-8be9-1206a00fedff,d00b5728-0678-4689-b660-fe9e583203dc,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-20,UAL,442,DEN,LGA,Main,B37,B,47,false,,2022-07-20T15:17,2022-07-20T15:10,,,,,2022-07-20T21:07,2022-07-20T20:43,Airbus A319,,,,,,,,0fd5ed99-6bb3-4508-9023-e4a5bcf0f01f,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-07-22,UAL,2645,EWR,PHX,C,C109,3,E9,false,,2022-07-22T17:30,2022-07-22T18:49,,,,,2022-07-22T19:48,2022-07-22T21:36,Airbus A320,,,,,,,,1f38246a-f0e8-41d3-a825-ee884d47cc26,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,a2f06eec-440b-48dd-9096-f9051e8a07ef,,dd390a1f-e92a-4411-ab72-04db16d42030
2022-07-23,UAL,2214,PHX,IAH,3,E9,C,C1,false,,2022-07-23T10:33,2022-07-23T10:22,,,,,2022-07-23T15:11,2022-07-23T15:05,Boeing 737-700,,,,,,,,d9efb753-7077-4525-922f-782716169309,b57b4c86-4724-48f1-80be-d7de4036004a,a2f06eec-440b-48dd-9096-f9051e8a07ef,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-07-23,UAL,704,IAH,EWR,C,C2,C,C136,false,,2022-07-23T18:12,2022-07-23T18:13,,,,,2022-07-23T22:59,2022-07-23T22:56,Boeing 737 MAX 8,,,,,,,,88619d87-11e2-4a0d-bb31-38675f63e703,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,4427d229-a1e2-4955-81fa-9b5c0f103f12,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-07-25,UAL,1153,EWR,LAS,C,C75,3,D52,false,,2022-07-25T21:10,2022-07-25T22:19,,,,,2022-07-25T23:46,2022-07-26T00:58,Boeing 737-900ER,,,,,,,,eafb83a8-6352-46f0-8d8e-69baf40f709d,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,13ec7b81-ab66-4c6c-b632-92f18740c05b,,24012541-435d-4a27-af8a-4791336f1965
2022-07-26,UAL,1735,LAS,EWR,3,D55,C,C125,false,,2022-07-26T15:35,2022-07-26T15:38,,,,,2022-07-26T23:31,2022-07-26T23:08,Boeing 737-800,,,,,,,,09a4b8c0-ee08-4c04-b6ca-0b73f25e2b5c,b57b4c86-4724-48f1-80be-d7de4036004a,13ec7b81-ab66-4c6c-b632-92f18740c05b,4427d229-a1e2-4955-81fa-9b5c0f103f12,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-07-31,UAL,57,EWR,CDG,C,C138,2A,A40,false,,2022-07-31T18:30,2022-07-31T19:02,,,,,2022-08-01T07:45,2022-08-01T08:16,Boeing 777-300 ER,,,,,,,,c7491cb4-f395-47cf-a14b-19c5bb76df4f,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,065a1318-77b6-4f77-98ce-95b9253f64a5,,78eac566-1ad0-4ded-9979-9510dfde05f2
2022-08-02,UAL,56,CDG,EWR,2A,A40,C,C125,false,,2022-08-02T09:45,2022-08-02T09:51,,,,,2022-08-02T11:45,2022-08-02T11:56,Boeing 777-300 ER,,,,,,,,d3a39433-abec-4afa-b275-14c28d9b44db,b57b4c86-4724-48f1-80be-d7de4036004a,065a1318-77b6-4f77-98ce-95b9253f64a5,4427d229-a1e2-4955-81fa-9b5c0f103f12,,78eac566-1ad0-4ded-9979-9510dfde05f2
2022-08-03,UAL,2190,EWR,MSP,C,C97,1,E6,false,,2022-08-03T06:29,2022-08-03T06:59,,,,,2022-08-03T08:25,2022-08-03T08:33,Boeing 737-800,,,,,,,,ec398a40-da18-471c-8d66-057d5b585cfd,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,e6471588-a4ac-43ed-85de-adb08f1c3410,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-08-03,UAL,2490,MSP,DEN,1,E6,,B17,false,,2022-08-03T09:23,2022-08-03T09:27,,,,,2022-08-03T10:35,2022-08-03T10:29,Boeing 737-800,,,,,,,,df13e749-11bc-4690-b075-731fe0e5315a,b57b4c86-4724-48f1-80be-d7de4036004a,e6471588-a4ac-43ed-85de-adb08f1c3410,d00b5728-0678-4689-b660-fe9e583203dc,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-08-03,UAL,1572,DEN,EWR,Main,B32,C,C108,false,,2022-08-03T12:20,2022-08-03T12:18,,,,,2022-08-03T18:10,2022-08-03T18:12,Boeing 787-9,,,,,,,,1590ee0f-71ae-4c08-8890-9b3b4283294f,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,4427d229-a1e2-4955-81fa-9b5c0f103f12,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2022-08-09,UAL,1204,EWR,DEN,C,C121,Main,B32,false,,2022-08-09T08:20,2022-08-09T08:23,,,,,2022-08-09T10:22,2022-08-09T10:18,Boeing 787-9,,,,,,,,7981e1c6-fb99-4301-9d3f-c5b11cb616ef,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,d00b5728-0678-4689-b660-fe9e583203dc,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2022-08-09,UAL,241,DEN,SAT,,B19,B,B7,false,,2022-08-09T13:30,2022-08-09T13:28,,,,,2022-08-09T16:42,2022-08-09T16:29,Airbus A319,,,,,,,,acae37b0-55dc-49cd-8187-06072554e90f,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-08-10,UAL,2003,SAT,EWR,B,B3,C,C86,false,,2022-08-10T07:00,2022-08-10T07:05,,,,,2022-08-10T11:49,2022-08-10T11:46,Boeing 737-700,,,,,,,,46db12ff-7897-4f9c-8125-218b8f01a757,b57b4c86-4724-48f1-80be-d7de4036004a,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,4427d229-a1e2-4955-81fa-9b5c0f103f12,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-08-11,UAL,1755,EWR,IAH,C,C70,E,E3,false,,2022-08-11T08:15,2022-08-11T08:11,,,,,2022-08-11T10:56,2022-08-11T10:44,Boeing 737-900ER,,,,,,,,7ddcc48d-144a-4a48-8232-a844bdb996f1,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,24012541-435d-4a27-af8a-4791336f1965
2022-08-11,UAL,2494,IAH,EWR,C,C4,C,C72,false,,2022-08-11T14:40,2022-08-11T14:39,,,,,2022-08-11T19:30,2022-08-11T19:45,Boeing 737 MAX 8,,,,,,,,bcc76caa-13bd-4cb3-9c34-cb687b3203b1,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,4427d229-a1e2-4955-81fa-9b5c0f103f12,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2022-08-19,UAL,224,EWR,PDX,C,C88,,E6,false,,2022-08-19T20:13,2022-08-19T20:22,,,,,2022-08-19T23:20,2022-08-19T22:43,Boeing 737-700,,,,,,,,7a9d8225-88c7-40de-a32b-0f23a78ea31f,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,01053f82-f010-43c1-ae11-53aa31e7b187,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2022-08-20,UAL,1793,PDX,EWR,,E4,C,C109,false,,2022-08-20T22:50,2022-08-20T22:45,,,,,2022-08-21T07:00,2022-08-21T06:58,Boeing 737-900ER,,,,,,,,a63fdaf5-f6ec-4ea0-8ae3-728a220f21d8,b57b4c86-4724-48f1-80be-d7de4036004a,01053f82-f010-43c1-ae11-53aa31e7b187,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2022-08-22,UAL,492,EWR,IAH,C,C73,D,D11,false,,2022-08-22T06:01,2022-08-22T05:52,,,,,2022-08-22T08:41,2022-08-22T08:17,Boeing 737-900ER,,,,,,,,adfda150-eacf-429e-b486-de555e9df5b4,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,24012541-435d-4a27-af8a-4791336f1965
2022-08-22,UAL,782,IAH,SAT,E,E10,B,B7,false,,2022-08-22T10:06,2022-08-22T09:56,,,,,2022-08-22T11:08,2022-08-22T11:04,Boeing 737-900ER,,,,,,,,313b5c7a-7a4a-448f-adde-e1ab303241b7,b57b4c86-4724-48f1-80be-d7de4036004a,9a82d843-2e36-4dba-8a6c-ea86d70b316b,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,,24012541-435d-4a27-af8a-4791336f1965
2022-08-23,UAL,1818,SAT,DEN,B,B7,,B28,false,,2022-08-23T05:49,2022-08-23T05:40,,,,,2022-08-23T07:03,2022-08-23T06:42,Boeing 737-900ER,,,,,,,,257192d4-2834-4cbd-aff2-d3a043d38469,b57b4c86-4724-48f1-80be-d7de4036004a,98f5f76d-76cd-47cc-9ec1-bdb59a9f9928,d00b5728-0678-4689-b660-fe9e583203dc,,24012541-435d-4a27-af8a-4791336f1965
2022-08-23,UAL,3015,DEN,EWR,,B28,C,C107,false,,2022-08-23T08:10,2022-08-23T08:09,,,,,2022-08-23T13:45,2022-08-23T13:44,Boeing 737-900ER,,,,,,,,2f574c0c-85b2-4095-834f-f637477455b7,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2022-08-29,UAL,2364,LGA,ORD,B,45,1,C11,false,,2022-08-29T08:00,2022-08-29T07:51,,,,,2022-08-29T09:38,2022-08-29T09:00,Airbus A319,,,,,,,,7c1f8913-0a70-4c19-a2f5-e5db83de6961,b57b4c86-4724-48f1-80be-d7de4036004a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,a5eff314-18e7-4c87-bd38-0131882f1b8d,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-08-29,UAL,2673,ORD,LGA,1,B14,B,43,false,,2022-08-29T10:40,2022-08-29T10:33,,,,,2022-08-29T13:55,2022-08-29T14:02,Airbus A319,,,,,,,,248a9c08-966e-4cab-9753-31e98e5c8103,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2022-09-03,UAL,23,EWR,DUB,C,C120,2,426,false,,2022-09-03T19:05,2022-09-03T19:40,,,,,2022-09-04T07:05,2022-09-04T07:18,Boeing 767-400,,,,,,,,9a2c1d7c-4840-43dc-a760-b561d249338f,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,5dc01a9f-6855-4248-8e7b-0fef83144078,,dae07e29-15b1-4f35-9552-d70888135843
2022-09-05,UAL,22,DUB,EWR,2,USPC,C,C102,false,,2022-09-05T09:20,2022-09-05T09:09,,,,,2022-09-05T11:50,2022-09-05T11:12,Boeing 767-400,,,,,,,,8b29817c-7ea4-4411-a363-903d7bc4f5be,b57b4c86-4724-48f1-80be-d7de4036004a,5dc01a9f-6855-4248-8e7b-0fef83144078,4427d229-a1e2-4955-81fa-9b5c0f103f12,,dae07e29-15b1-4f35-9552-d70888135843
2022-09-06,UAL,800,EWR,MCO,C,C103,B,42,false,,2022-09-06T07:05,2022-09-06T06:55,,,,,2022-09-06T09:48,2022-09-06T09:34,Boeing 737-900ER,,,,,,,,b42d0c36-a488-4ff3-9d08-c2618d7d28ab,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,24012541-435d-4a27-af8a-4791336f1965
2022-09-06,UAL,446,MCO,EWR,B,42,C,C97,false,,2022-09-06T10:49,2022-09-06T10:48,,,,,2022-09-06T13:28,2022-09-06T13:57,Boeing 737-900ER,,,,,,,,7d22f87a-d611-4c26-9a9a-d991447fb820,b57b4c86-4724-48f1-80be-d7de4036004a,85570a14-2373-4bad-a7b5-b3a9a7fdce90,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2022-09-07,UAL,1793,EWR,ORD,C,C107,1,C25,false,,2022-09-07T08:00,2022-09-07T07:55,,,,,2022-09-07T09:33,2022-09-07T09:22,Boeing 737-900ER,,,,,,,,751570ce-71d4-4240-918f-69a0a44b7b35,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,a5eff314-18e7-4c87-bd38-0131882f1b8d,,24012541-435d-4a27-af8a-4791336f1965
2022-09-07,UAL,677,ORD,BOS,1,B8,B,B25,false,,2022-09-07T10:45,2022-09-07T10:43,,,,,2022-09-07T14:14,2022-09-07T14:14,Boeing 737-900ER,,,,,,,,d4972d7b-d9a0-4145-9e6e-ac61684d809d,b57b4c86-4724-48f1-80be-d7de4036004a,a5eff314-18e7-4c87-bd38-0131882f1b8d,813ec62f-c303-44d9-a041-a4434d6fd652,,24012541-435d-4a27-af8a-4791336f1965
2022-09-07,UAL,495,BOS,EWR,B,B30,C,C88,false,,2022-09-07T16:36,2022-09-07T16:31,,,,,2022-09-07T18:01,2022-09-07T17:35,Boeing 737-800,,,,,,,,2a0cc2aa-f701-4f93-8996-284c1e00f5bc,b57b4c86-4724-48f1-80be-d7de4036004a,813ec62f-c303-44d9-a041-a4434d6fd652,4427d229-a1e2-4955-81fa-9b5c0f103f12,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2022-09-11,UAL,1289,EWR,MCI,C,C72,C,63,false,,2022-09-11T20:39,2022-09-11T20:42,,,,,2022-09-11T22:50,2022-09-11T23:14,Boeing 737-900ER,,,,,,,,974dd977-7ccb-4273-8ec9-dba40fc004bb,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,bd6062aa-a329-43e4-b684-82b0e7579c91,,24012541-435d-4a27-af8a-4791336f1965
